original_name,normalized_name,volume,volume_unit,package_count,price,price_total,source_file
VAL BRAKE & CLUTCH FLUID DOT 4 24/500 ML,VALVOLINE BRAKE & CLUTCH FLUID DOT 4 24/500 ML,500,ML,24,555.04,6660528.72,
VAL BRAKE & CLUTCH FLUID DOT 5.1 12/1 L,VALVOLINE BRAKE & CLUTCH FLUID DOT 5.1 12/1 L,1,L,12,918.82,11025.80,
SYNPOWER 4T 10W30 DR 208 L,VALVOLINE SYNPOWER 4T 10W30 DR 208 L,208,L,1,610.72,127030.51,
SYNPOWER 4T 10W30 12/1 L SW,VALVOLINE SYNPOWER 4T 10W30 12/1 L SW,1,L,12,743.51,8922.15,
SYNPOWER 4T 10W40 DR 208 L,VALVOLINE SYNPOWER 4T 10W40 DR 208 L,208,L,1,610.72,127030.51,
SYNPOWER 4T 10W40 4/4 L SW,VALVOLINE SYNPOWER 4T 10W40 4/4 L SW,4,L,4,662.64,10602.22,
SYNPOWER 4T 10W40 4/4 L NSW,VALVOLINE SYNPOWER 4T 10W40 4/4 L NSW,4,L,4,662.64,10602.22,
SYNPOWER 4T 10W40 12/1 L NEW SW,VALVOLINE SYNPOWER 4T 10W40 12/1 L NEW SW,1,L,12,704.13,8449.53,
SYNPOWER 4T 10W40 12/1 L NSW,VALVOLINE SYNPOWER 4T 10W40 12/1 L NSW,1,L,12,704.13,8449.53,
SYNPOWER 4T 10W50 DR 208 L,VALVOLINE SYNPOWER 4T 10W50 DR 208 L,208,L,1,635.74,132233.85,
SYNPOWER 4T 10W50 4/4 L SW,VALVOLINE SYNPOWER 4T 10W50 4/4 L SW,4,L,4,687.77,11004.33,
SYNPOWER 4T 10W50 4/4 L NSW,VALVOLINE SYNPOWER 4T 10W50 4/4 L NSW,4,L,4,687.77,11004.33,
SYNPOWER 4T 10W50 12/1 L NEW SW,VALVOLINE SYNPOWER 4T 10W50 12/1 L NEW SW,1,L,12,743.51,8922.15,
SYNPOWER 4T 10W50 12/1 L NSW,VALVOLINE SYNPOWER 4T 10W50 12/1 L NSW,1,L,12,743.51,8922.15,
SYNPOWER FORKOIL 5W 12/1 L SW,VALVOLINE SYNPOWER FORKOIL 5W 12/1 L SW,1,L,12,770.57,9246.83,
SYNPOWER FORKOIL 10W 12/1 L SW,VALVOLINE SYNPOWER FORKOIL 10W 12/1 L SW,1,L,12,770.57,9246.83,
SYNPOWER FORKOIL 10W 12/1 L NSW,VALVOLINE SYNPOWER FORKOIL 10W 12/1 L NSW,1,L,12,770.57,9246.83,
SYNPOWER FORKOIL 15W 12/1 L SW,VALVOLINE SYNPOWER FORKOIL 15W 12/1 L SW,1,L,12,770.57,9246.83,
SYNPOWER 4T 5W40 DR 208 L,VALVOLINE SYNPOWER 4T 5W40 DR 208 L,208,L,1,615.86,128099.79,
SYNPOWER 4T 5W40 12/1 L SW,VALVOLINE SYNPOWER 4T 5W40 12/1 L SW,1,L,12,689.99,8279.88,
SYNPOWER 4T 5W40 12/1 L NSW,VALVOLINE SYNPOWER 4T 5W40 12/1 L NSW,1,L,12,689.99,8279.88,
SYNPOWER 2T 12/1 L NEW SW,VALVOLINE SYNPOWER 2T 12/1 L NEW SW,1,L,12,898.25,10779.04,
SYNPOWER 2T 12/1 L NSW,VALVOLINE SYNPOWER 2T 12/1 L NSW,1,L,12,898.25,10779.04,
DURABLEND 4T 10W40 DR 208 L,VALVOLINE DURABLEND 4T 10W40 DR 208 L,208,L,1,565.74,117674.25,
DURABLEND 4T 10W40 KE 60 L,VALVOLINE DURABLEND 4T 10W40 KE 60 L,60,L,1,569.10,34145.89,
DURABLEND 4T 10W40 4/4 L SW,VALVOLINE DURABLEND 4T 10W40 4/4 L SW,4,L,4,575.25,9203.92,
DURABLEND 4T 10W40 4/4 L NSW,VALVOLINE DURABLEND 4T 10W40 4/4 L NSW,4,L,4,575.25,9203.92,
DURABLEND 4T 10W40 12/1 L NEW SW,VALVOLINE DURABLEND 4T 10W40 12/1 L NEW SW,1,L,12,616.73,7400.80,
DURABLEND 4T 10W40 12/1 L NSW,VALVOLINE DURABLEND 4T 10W40 12/1 L NSW,1,L,12,616.73,7400.80,
DURABLEND 4T 15W50 12/1 L SW,VALVOLINE DURABLEND 4T 15W50 12/1 L SW,1,L,12,654.00,7848.05,
DURABLEND 4T 15W50 12/1 L NSW,VALVOLINE DURABLEND 4T 15W50 12/1 L NSW,1,L,12,654.00,7848.05,
DURABLEND 4T 20W50 12/1 L NEW SW,VALVOLINE DURABLEND 4T 20W50 12/1 L NEW SW,1,L,12,657.86,7894.32,
DURABLEND 4T 20W50 12/1 L NSW,VALVOLINE DURABLEND 4T 20W50 12/1 L NSW,1,L,12,657.86,7894.32,
DURABLEND 2T 12/1 L NEW SW,VALVOLINE DURABLEND 2T 12/1 L NEW SW,1,L,12,702.84,8434.10,
DURABLEND 2T 12/1 L NSW,VALVOLINE DURABLEND 2T 12/1 L NSW,1,L,12,702.84,8434.10,
DURABLEND SCOOTER 2T 12/1 L NEW SW,VALVOLINE DURABLEND SCOOTER 2T 12/1 L NEW SW,1,L,12,669.43,8033.12,
DURABLEND SCOOTER 2T 12/1 L NSW,VALVOLINE DURABLEND SCOOTER 2T 12/1 L NSW,1,L,12,669.43,8033.12,
VAL AIR FILTER OIL 12/1 L,VALVOLINE AIR FILTER OIL 12/1 L,1,L,12,1336.12,16033.46,
VAL AIR FILTER CLNR 6/5 L,VALVOLINE AIR FILTER CLNR 6/5 L,5,L,6,957.94,28738.17,
VAL SNOWMOBILE 2T 4/4 L,VALVOLINE SNOWMOBILE 2T 4/4 L,4,L,4,837.49,13399.80,
DURABLEND CHAINSAW 2T 12/1 L SW,VALVOLINE DURABLEND CHAINSAW 2T 12/1 L SW,1,L,12,877.69,10532.29,
VAL SPR OUTBOARD 2T 12/1 L SW,VALVOLINE SPR OUTBOARD 2T 12/1 L SW,1,L,12,940.67,11287.98,
VAL SPR OUTBOARD 4T DR 208 L,VALVOLINE SPR OUTBOARD 4T DR 208 L,208,L,1,662.13,137723.37,
VAL SPR OUTBOARD 4T 4/4 L SW,VALVOLINE SPR OUTBOARD 4T 4/4 L SW,4,L,4,724.33,11589.25,
VAL SPR OUTBOARD 4T 12/1 L SW,VALVOLINE SPR OUTBOARD 4T 12/1 L SW,1,L,12,749.11,8989.31,
VAL LAWNMOWER OIL 12/1 L SW,VALVOLINE LAWNMOWER OIL 12/1 L SW,1,L,12,722.12,8665.44,
VAL LAWNMOWER OIL 12/1 L NSW,VALVOLINE LAWNMOWER OIL 12/1 L NSW,1,L,12,722.12,8665.44,
SYNPOWER PSF 12/1 L SW,VALVOLINE SYNPOWER PSF 12/1 L SW,1,L,12,1843.51,22122.18,
VAL SCREENWASHER CONC DR 208 L,VALVOLINE SCREENWASHER CONC DR 208 L,208,L,1,443.65,92278.70,
VAL SCREENWASHER CONC 12/1 L,VALVOLINE SCREENWASHER CONC 12/1 L,1,L,12,484.36,5812.30,
VAL 150 DR 198 L,VALVOLINE 150 DR 198 L,198,L,1,834.41,165213.10,
VAL 150 PL 30 L,VALVOLINE 150 PL 30 L,30,L,1,782.77,23483.02,
VAL PROFLEET LS PLUS 5W30 DR 208 L,VALVOLINE PROFLEET LS PLUS 5W30 DR 208 L,208,L,1,775.66,161337.74,
VAL PROFLEET LS PLUS 5W30 PL 20 L,VALVOLINE PROFLEET LS PLUS 5W30 PL 20 L,20,L,1,763.37,15267.43,
VAL PROFLEET LS PLUS 10W40 DR 208 L,VALVOLINE PROFLEET LS PLUS 10W40 DR 208 L,208,L,1,649.59,135114.76,
SYNPOWER MST C5 0W20 4/5 L SW,VALVOLINE SYNPOWER MST C5 0W20 4/5 L SW,5,L,4,822.62,16452.37,
SYNPOWER MST C5 0W20 4/5 L NSW,VALVOLINE SYNPOWER MST C5 0W20 4/5 L NSW,5,L,4,822.62,16452.37,
VAL PROFLEET LS PLUS 10W40 PL 20 L,VALVOLINE PROFLEET LS PLUS 10W40 PL 20 L,20,L,1,640.01,12800.23,
VAL EPG S220 DR 208 L,VALVOLINE EPG S220 DR 208 L,208,L,1,904.43,188121.75,
VAL EPG S320 DR 208 L,VALVOLINE EPG S320 DR 208 L,208,L,1,987.56,205412.12,
VAL ULTRAMAX PRO HLP 32 DR 208 L,VALVOLINE ULTRAMAX PRO HLP 32 DR 208 L,208,L,1,453.17,94259.79,
VAL ULTRAMAX PRO HLP 46 DR 208 L,VALVOLINE ULTRAMAX PRO HLP 46 DR 208 L,208,L,1,465.05,96729.85,
VAL ULTRAMAX PRO HLP 68 DR 208 L,VALVOLINE ULTRAMAX PRO HLP 68 DR 208 L,208,L,1,492.19,102375.68,
VAL ULTRAMAX PRO HVLP 32 DR 208 L,VALVOLINE ULTRAMAX PRO HVLP 32 DR 208 L,208,L,1,459.96,95671.25,
VAL ULTRAMAX PRO HVLP 46 DR 208 L,VALVOLINE ULTRAMAX PRO HVLP 46 DR 208 L,208,L,1,495.58,103081.41,
VAL ULTRAMAX PRO HVLP 68 DR 208 L,VALVOLINE ULTRAMAX PRO HVLP 68 DR 208 L,208,L,1,563.44,117195.99,
VAL COPPER COMPOUND 12/400 G,VALVOLINE COPPER COMPOUND 12/400 G,,,1,1387.00,0.00,
ALL FLEET SUPERIOR 10W40 DR 208 L EEE,VALVOLINE ALL FLEET SUPERIOR 10W40 DR 208 L EEE,208,L,1,607.64,126388.93,
ALL FLEET SUPERIOR 10W40 PL 20 L EEE,VALVOLINE ALL FLEET SUPERIOR 10W40 PL 20 L EEE,20,L,1,659.84,13196.82,
ALL FLEET SUPERIOR LE 10W30 DR 208 L EEE,VALVOLINE ALL FLEET SUPERIOR LE 10W30 DR 208 L EEE,208,L,1,587.40,122178.62,
ALL FLEET SUPERIOR LE 10W30 PL 20 L EEE,VALVOLINE ALL FLEET SUPERIOR LE 10W30 PL 20 L EEE,20,L,1,605.86,12117.25,
ALL FLEET SUPERIOR LE 10W40 DR 208 L EEE,VALVOLINE ALL FLEET SUPERIOR LE 10W40 DR 208 L EEE,208,L,1,611.69,127231.00,
ALL FLEET SUPERIOR LE 10W40 PL 20 L EEE,VALVOLINE ALL FLEET SUPERIOR LE 10W40 PL 20 L EEE,20,L,1,654.44,13088.86,
ALL FLEET SUPERIOR LE 15W40 DR 208 L EEE,VALVOLINE ALL FLEET SUPERIOR LE 15W40 DR 208 L EEE,208,L,1,589.09,122530.59,
ALL FLEET SUPERIOR LE 15W40 PL 20 L EEE,VALVOLINE ALL FLEET SUPERIOR LE 15W40 PL 20 L EEE,20,L,1,645.53,12910.59,
ALL FLEET SUPERIOR LE-X 10W40 208 L EEE,VALVOLINE ALL FLEET SUPERIOR LE-X 10W40 208 L EEE,208,L,1,584.41,121558.05,
ALL FLEET SUPERIOR LE-X 10W40 20 L EEE,VALVOLINE ALL FLEET SUPERIOR LE-X 10W40 20 L EEE,20,L,1,624.47,12489.41,
ALL FLEET EXTREME 10W40 DR 208 L EEE,VALVOLINE ALL FLEET EXTREME 10W40 DR 208 L EEE,208,L,1,504.89,105017.21,
ALL FLEET EXTREME 10W40 PL 20 L EEE,VALVOLINE ALL FLEET EXTREME 10W40 PL 20 L EEE,20,L,1,565.38,11307.58,
ALL FLEET EXTRA 15W40 DR 208 L EEE,VALVOLINE ALL FLEET EXTRA 15W40 DR 208 L EEE,208,L,1,506.33,105317.63,
ALL FLEET EXTRA 15W40 PL 20 L EEE,VALVOLINE ALL FLEET EXTRA 15W40 PL 20 L EEE,20,L,1,524.80,10496.00,
VAL ALL FLEET 15W40 DR 208 L EEE,VALVOLINE ALL FLEET 15W40 DR 208 L EEE,208,L,1,496.79,103333.08,
VAL ALL FLEET 15W40 PL 20 L EEE,VALVOLINE ALL FLEET 15W40 PL 20 L EEE,20,L,1,535.50,10710.02,
VAL ALL FLEET 20W50 PL 20 L EEE,VALVOLINE ALL FLEET 20W50 PL 20 L EEE,20,L,1,517.87,10357.32,
VAL HD 10W DR 208 L EEE,VALVOLINE HD 10W DR 208 L EEE,208,L,1,518.57,107863.55,
VAL HD 10W PL 20 L EEE,VALVOLINE HD 10W PL 20 L EEE,20,L,1,550.53,11010.69,
VAL HD 30 DR 208 L EEE,VALVOLINE HD 30 DR 208 L EEE,208,L,1,544.21,113196.61,
VAL HD 30 PL 20 L EEE,VALVOLINE HD 30 PL 20 L EEE,20,L,1,589.67,11793.38,
VAL EPG 68 DR 208 L EEE,VALVOLINE EPG 68 DR 208 L EEE,208,L,1,558.96,116264.45,
VAL EPG 68 PL 20 L EEE,VALVOLINE EPG 68 PL 20 L EEE,20,L,1,590.92,11818.47,
VAL EPG 100 DR 208 L EEE,VALVOLINE EPG 100 DR 208 L EEE,208,L,1,569.66,118490.22,
VAL EPG 100 PL 20 L EEE,VALVOLINE EPG 100 PL 20 L EEE,20,L,1,601.62,12032.49,
VAL EPG 150 DR 208 L EEE,VALVOLINE EPG 150 DR 208 L EEE,208,L,1,568.32,118209.53,
VAL EPG 150 PL 20 L EEE,VALVOLINE EPG 150 PL 20 L EEE,20,L,1,611.07,12221.41,
VAL EPG 220 DR 208 L EEE,VALVOLINE EPG 220 DR 208 L EEE,208,L,1,575.06,119612.97,
VAL EPG 220 PL 20 L EEE,VALVOLINE EPG 220 PL 20 L EEE,20,L,1,613.05,12260.95,
VAL EPG 320 DR 208 L EEE,VALVOLINE EPG 320 DR 208 L EEE,208,L,1,577.04,120024.13,
VAL EPG 320 PL 20 L EEE,VALVOLINE EPG 320 PL 20 L EEE,20,L,1,621.14,12422.88,
VAL EPG 460 DR 208 L EEE,VALVOLINE EPG 460 DR 208 L EEE,208,L,1,607.54,126369.20,
VAL COMPRESSOR OIL S 46 DR 208 L EEE,VALVOLINE COMPRESSOR OIL S 46 DR 208 L EEE,208,L,1,852.33,177284.42,
VAL COMPRESSOR OIL S 46 PL 20 L EEE,VALVOLINE COMPRESSOR OIL S 46 PL 20 L EEE,20,L,1,889.69,17793.74,
VAL COMPRESSOR OIL 32 DR 208 L EEE,VALVOLINE COMPRESSOR OIL 32 DR 208 L EEE,208,L,1,492.84,102510.75,
VAL COMPRESSOR OIL 32 PL 20 L EEE,VALVOLINE COMPRESSOR OIL 32 PL 20 L EEE,20,L,1,539.64,10792.88,
VAL COMPRESSOR OIL 46 DR 208 L EEE,VALVOLINE COMPRESSOR OIL 46 DR 208 L EEE,208,L,1,511.73,106440.38,
VAL COMPRESSOR OIL 46 PL 20 L EEE,VALVOLINE COMPRESSOR OIL 46 PL 20 L EEE,20,L,1,540.18,10803.53,
VAL COMPRESSOR OIL 68 DR 208 L EEE,VALVOLINE COMPRESSOR OIL 68 DR 208 L EEE,208,L,1,548.70,114129.69,
VAL COMPRESSOR OIL 68 PL 20 L EEE,VALVOLINE COMPRESSOR OIL 68 PL 20 L EEE,20,L,1,589.86,11797.18,
VAL COMPRESSOR OIL 100 DR 208 L EEE,VALVOLINE COMPRESSOR OIL 100 DR 208 L EEE,208,L,1,541.14,112556.31,
VAL COMPRESSOR OIL 100 PL 20 L EEE,VALVOLINE COMPRESSOR OIL 100 PL 20 L EEE,20,L,1,552.07,11041.41,
VAL COMPRESSOR OIL 150 DR 208 L EEE,VALVOLINE COMPRESSOR OIL 150 DR 208 L EEE,208,L,1,513.61,106831.81,
VAL COMPRESSOR OIL 150 PL 20 L EEE,VALVOLINE COMPRESSOR OIL 150 PL 20 L EEE,20,L,1,557.72,11154.39,
VAL COMPRESSOR OIL 220 DR 208 L EEE,VALVOLINE COMPRESSOR OIL 220 DR 208 L EEE,208,L,1,523.06,108796.63,
VAL COMPRESSOR OIL 220 PL 20 L EEE,VALVOLINE COMPRESSOR OIL 220 PL 20 L EEE,20,L,1,567.17,11343.32,
VAL COMPRESSOR OIL 320 DR 208 L EEE,VALVOLINE COMPRESSOR OIL 320 DR 208 L EEE,208,L,1,531.16,110480.75,
VAL COMPRESSOR OIL 320 PL 20 L EEE,VALVOLINE COMPRESSOR OIL 320 PL 20 L EEE,20,L,1,575.26,11505.25,
VAL HEAT TRANSFER OIL S46 DR 208 L EEE,VALVOLINE HEAT TRANSFER OIL S46 DR 208 L EEE,208,L,1,1313.41,273188.59,
VAL HEAT TRANSFER OIL S46 PL 20 L EEE,VALVOLINE HEAT TRANSFER OIL S46 PL 20 L EEE,20,L,1,1350.76,27015.29,
VAL HEAT TRANSFER OIL 32 DR 208 L EEE,VALVOLINE HEAT TRANSFER OIL 32 DR 208 L EEE,208,L,1,550.05,114410.38,
VAL HEAT TRANSFER OIL 32 PL 20 L EEE,VALVOLINE HEAT TRANSFER OIL 32 PL 20 L EEE,20,L,1,582.01,11640.20,
VAL HEAT TRANSFER OIL 100 DR 208 L EEE,VALVOLINE HEAT TRANSFER OIL 100 DR 208 L EEE,208,L,1,583.79,121427.57,
VAL HEAT TRANSFER OIL 100 PL 20 L EEE,VALVOLINE HEAT TRANSFER OIL 100 PL 20 L EEE,20,L,1,615.75,12314.93,
VAL SLIDEWAY OIL 32 DR 208 L EEE,VALVOLINE SLIDEWAY OIL 32 DR 208 L EEE,208,L,1,543.30,113006.94,
VAL SLIDEWAY OIL 32 PL 20 L EEE,VALVOLINE SLIDEWAY OIL 32 PL 20 L EEE,20,L,1,575.26,11505.25,
VAL SLIDEWAY OIL 46 DR 208 L EEE,VALVOLINE SLIDEWAY OIL 46 DR 208 L EEE,208,L,1,558.15,116094.51,
VAL SLIDEWAY OIL 46 PL 20 L EEE,VALVOLINE SLIDEWAY OIL 46 PL 20 L EEE,20,L,1,590.11,11802.13,
VAL SLIDEWAY OIL 68 DR 208 L EEE,VALVOLINE SLIDEWAY OIL 68 DR 208 L EEE,208,L,1,568.94,118340.01,
VAL SLIDEWAY OIL 68 PL 20 L EEE,VALVOLINE SLIDEWAY OIL 68 PL 20 L EEE,20,L,1,600.90,12018.05,
VAL SLIDEWAY OIL 100 DR 208 L EEE,VALVOLINE SLIDEWAY OIL 100 DR 208 L EEE,208,L,1,583.79,121427.57,
VAL SLIDEWAY OIL 100 PL 20 L EEE,VALVOLINE SLIDEWAY OIL 100 PL 20 L EEE,20,L,1,615.75,12314.93,
VAL SLIDEWAY OIL 150 DR 208 L EEE,VALVOLINE SLIDEWAY OIL 150 DR 208 L EEE,208,L,1,587.83,122269.64,
VAL SLIDEWAY OIL 150 PL 20 L EEE,VALVOLINE SLIDEWAY OIL 150 PL 20 L EEE,20,L,1,619.79,12395.90,
VAL SLIDEWAY OIL 220 DR 208 L EEE,VALVOLINE SLIDEWAY OIL 220 DR 208 L EEE,208,L,1,593.23,123392.39,
VAL SLIDEWAY OIL 220 PL 20 L EEE,VALVOLINE SLIDEWAY OIL 220 PL 20 L EEE,20,L,1,625.19,12503.85,
VAL SLIDEWAY OIL 320 DR 208 L EEE,VALVOLINE SLIDEWAY OIL 320 DR 208 L EEE,208,L,1,597.28,124234.45,
VAL SLIDEWAY OIL 320 PL 20 L EEE,VALVOLINE SLIDEWAY OIL 320 PL 20 L EEE,20,L,1,629.24,12584.82,
VAL CIRCULATION OIL 100 DR 208 L EEE,VALVOLINE CIRCULATION OIL 100 DR 208 L EEE,208,L,1,517.66,107673.88,
VAL CIRCULATION OIL 100 PL 20 L EEE,VALVOLINE CIRCULATION OIL 100 PL 20 L EEE,20,L,1,564.47,11289.34,
VAL CIRCULATION OIL 150 DR 208 L EEE,VALVOLINE CIRCULATION OIL 150 DR 208 L EEE,208,L,1,563.54,117217.26,
VAL CIRCULATION OIL 150 PL 20 L EEE,VALVOLINE CIRCULATION OIL 150 PL 20 L EEE,20,L,1,550.97,11019.45,
VAL CIRCULATION OIL 220 DR 208 L EEE,VALVOLINE CIRCULATION OIL 220 DR 208 L EEE,208,L,1,548.26,114038.68,
VAL CIRCULATION OIL 220 PL 20 L EEE,VALVOLINE CIRCULATION OIL 220 PL 20 L EEE,20,L,1,592.37,11847.36,
VAL CIRCULATION OIL ML 100 DR 208 L EEE,VALVOLINE CIRCULATION OIL ML 100 DR 208 L EEE,208,L,1,521.71,108515.94,
VAL CIRCULATION OIL ML 100 PL 20 L EEE,VALVOLINE CIRCULATION OIL ML 100 PL 20 L EEE,20,L,1,568.52,11370.31,
VAL CIRCULATION OIL ML 220 DR 208 L EEE,VALVOLINE CIRCULATION OIL ML 220 DR 208 L EEE,208,L,1,523.06,108796.63,
VAL CIRCULATION OIL ML 220 PL 20 L EEE,VALVOLINE CIRCULATION OIL ML 220 PL 20 L EEE,20,L,1,565.82,11316.33,
VAL CIRCULATION OIL ML 320 DR 208 L EEE,VALVOLINE CIRCULATION OIL ML 320 DR 208 L EEE,208,L,1,528.46,109919.38,
VAL CIRCULATION OIL ML 320 PL 20 L EEE,VALVOLINE CIRCULATION OIL ML 320 PL 20 L EEE,20,L,1,572.56,11451.27,
VAL CIRCULATION OIL ML 460 DR 208 L EEE,VALVOLINE CIRCULATION OIL ML 460 DR 208 L EEE,208,L,1,548.70,114129.69,
VAL CIRCULATION OIL ML 460 PL 20 L EEE,VALVOLINE CIRCULATION OIL ML 460 PL 20 L EEE,20,L,1,586.06,11721.17,
VAL CIRCULATION OIL ML 680 DR 208 L EEE,VALVOLINE CIRCULATION OIL ML 680 DR 208 L EEE,208,L,1,590.53,122831.01,
VAL CIRCULATION OIL ML 680 PL 20 L EEE,VALVOLINE CIRCULATION OIL ML 680 PL 20 L EEE,20,L,1,627.89,12557.83,
VAL TURBINE OIL 100 DR 208 L EEE,VALVOLINE TURBINE OIL 100 DR 208 L EEE,208,L,1,559.50,116375.19,
VAL TURBINE OIL 100 PL 20 L EEE,VALVOLINE TURBINE OIL 100 PL 20 L EEE,20,L,1,546.92,10938.48,
VAL TURBINE OIL 150 DR 208 L EEE,VALVOLINE TURBINE OIL 150 DR 208 L EEE,208,L,1,529.81,110200.07,
VAL TURBINE OIL 150 PL 20 L EEE,VALVOLINE TURBINE OIL 150 PL 20 L EEE,20,L,1,567.17,11343.32,
VAL TURBINE OIL 220 DR 208 L EEE,VALVOLINE TURBINE OIL 220 DR 208 L EEE,208,L,1,529.81,110200.07,
VAL TURBINE OIL 220 PL 20 L EEE,VALVOLINE TURBINE OIL 220 PL 20 L EEE,20,L,1,597.77,11955.32,
VAL TURBINE OIL 32 DR 208 L EEE,VALVOLINE TURBINE OIL 32 DR 208 L EEE,208,L,1,502.38,104495.30,
VAL TURBINE OIL 32 PL 20 L EEE,VALVOLINE TURBINE OIL 32 PL 20 L EEE,20,L,1,524.71,10494.11,
VAL TURBINE OIL 46 DR 208 L EEE,VALVOLINE TURBINE OIL 46 DR 208 L EEE,208,L,1,542.68,112876.46,
VAL TURBINE OIL 46 PL 20 L EEE,VALVOLINE TURBINE OIL 46 PL 20 L EEE,20,L,1,523.36,10467.12,
VAL TURBINE OIL 68 DR 208 L EEE,VALVOLINE TURBINE OIL 68 DR 208 L EEE,208,L,1,554.82,115402.65,
VAL TURBINE OIL 68 PL 20 L EEE,VALVOLINE TURBINE OIL 68 PL 20 L EEE,20,L,1,539.55,10790.99,
VAL TURBINE OIL PLUS 32 DR 208 L EEE,VALVOLINE TURBINE OIL PLUS 32 DR 208 L EEE,208,L,1,541.33,112595.78,
VAL TURBINE OIL PLUS 32 PL 20 L EEE,VALVOLINE TURBINE OIL PLUS 32 PL 20 L EEE,20,L,1,588.13,11762.60,
VAL TURBINE OIL PLUS 46 DR 208 L EEE,VALVOLINE TURBINE OIL PLUS 46 DR 208 L EEE,208,L,1,537.28,111753.71,
VAL TURBINE OIL PLUS 46 PL 20 L EEE,VALVOLINE TURBINE OIL PLUS 46 PL 20 L EEE,20,L,1,584.08,11681.63,
VAL TURBINE OIL PLUS 68 DR 208 L EEE,VALVOLINE TURBINE OIL PLUS 68 DR 208 L EEE,208,L,1,546.72,113718.53,
VAL TURBINE OIL PLUS 68 PL 20 L EEE,VALVOLINE TURBINE OIL PLUS 68 PL 20 L EEE,20,L,1,593.53,11870.55,
VAL CLEAN DR 208 L EEE,VALVOLINE CLEAN DR 208 L EEE,208,L,1,675.11,140423.32,
VAL CLEAN PL 20 L EEE,VALVOLINE CLEAN PL 20 L EEE,20,L,1,701.67,14033.48,
VAL ULTRAMAX HVLP 32 DR 208 L EEE,VALVOLINE ULTRAMAX HVLP 32 DR 208 L EEE,208,L,1,499.68,103933.92,
VAL ULTRAMAX HVLP 32 PL 20 L EEE,VALVOLINE ULTRAMAX HVLP 32 PL 20 L EEE,20,L,1,531.64,10632.85,
VAL ULTRAMAX HVLP 46 DR 208 L EEE,VALVOLINE ULTRAMAX HVLP 46 DR 208 L EEE,208,L,1,528.02,109828.36,
VAL ULTRAMAX HVLP 46 PL 20 L EEE,VALVOLINE ULTRAMAX HVLP 46 PL 20 L EEE,20,L,1,541.09,10821.77,
VAL ULTRAMAX HVLP 68 DR 208 L EEE,VALVOLINE ULTRAMAX HVLP 68 DR 208 L EEE,208,L,1,544.02,113157.15,
VAL ULTRAMAX HVLP 68 PL 20 L EEE,VALVOLINE ULTRAMAX HVLP 68 PL 20 L EEE,20,L,1,561.33,11226.61,
VAL ULTRAMAX HLP 32 DR 208 L EEE,VALVOLINE ULTRAMAX HLP 32 DR 208 L EEE,208,L,1,482.04,100265.25,
VAL ULTRAMAX HLP 32 PL 20 L EEE,VALVOLINE ULTRAMAX HLP 32 PL 20 L EEE,20,L,1,526.24,10524.89,
VAL ULTRAMAX HLP 46 DR 208 L EEE,VALVOLINE ULTRAMAX HLP 46 DR 208 L EEE,208,L,1,491.49,102230.06,
VAL ULTRAMAX HLP 46 PL 20 L EEE,VALVOLINE ULTRAMAX HLP 46 PL 20 L EEE,20,L,1,522.10,10442.02,
VAL ULTRAMAX HLP 68 DR 208 L EEE,VALVOLINE ULTRAMAX HLP 68 DR 208 L EEE,208,L,1,513.08,106721.07,
VAL ULTRAMAX HLP 68 PL 20 L EEE,VALVOLINE ULTRAMAX HLP 68 PL 20 L EEE,20,L,1,541.09,10821.77,
VAL HLP 5 DR 208 L EEE,VALVOLINE HLP 5 DR 208 L EEE,208,L,1,597.03,124182.89,
VAL HLP 5 PL 20 L EEE,VALVOLINE HLP 5 PL 20 L EEE,20,L,1,604.51,12090.26,
VAL HLP 10 DR 208 L EEE,VALVOLINE HLP 10 DR 208 L EEE,208,L,1,532.07,110670.42,
VAL HLP 10 PL 20 L EEE,VALVOLINE HLP 10 PL 20 L EEE,20,L,1,581.57,11631.45,
VAL HLP 15 DR 208 L EEE,VALVOLINE HLP 15 DR 208 L EEE,208,L,1,523.97,108986.30,
VAL HLP 15 PL 20 L EEE,VALVOLINE HLP 15 PL 20 L EEE,20,L,1,574.29,11485.85,
VAL HLP 22 DR 208 L EEE,VALVOLINE HLP 22 DR 208 L EEE,208,L,1,518.39,107824.09,
VAL HLP 22 PL 20 L EEE,VALVOLINE HLP 22 PL 20 L EEE,20,L,1,550.35,11006.90,
VAL HLP 32 DR 208 L EEE,VALVOLINE HLP 32 DR 208 L EEE,208,L,1,442.53,92046.38,
VAL HLP 32 PL 20 L EEE,VALVOLINE HLP 32 PL 20 L EEE,20,L,1,458.30,9165.94,
VAL HLP 46 DR 208 L EEE,VALVOLINE HLP 46 DR 208 L EEE,208,L,1,456.03,94853.26,
VAL HLP 46 PL 20 L EEE,VALVOLINE HLP 46 PL 20 L EEE,20,L,1,471.79,9435.83,
VAL HLP 68 DR 208 L EEE,VALVOLINE HLP 68 DR 208 L EEE,208,L,1,485.71,101028.39,
VAL HLP 68 PL 20 L EEE,VALVOLINE HLP 68 PL 20 L EEE,20,L,1,514.97,10299.49,
VAL HLP 100 DR 208 L EEE,VALVOLINE HLP 100 DR 208 L EEE,208,L,1,547.98,113979.48,
VAL HLP 100 PL 20 L EEE,VALVOLINE HLP 100 PL 20 L EEE,20,L,1,579.94,11598.77,
