original_name,normalized_name,volume,volume_unit,package_count,price,price_total,source_file
VAL PROFLEET M 10W40 DR 208 L,VALVOLINE PROFLEET M 10W40 DR 208 L,208,L,1,558.03,116070.32,
VAL PROFLEET M 10W40 PL 20 L,VALVOLINE PROFLEET M 10W40 PL 20 L,20,L,1,600.21,12004.15,
VAL PROFLEET M 10W40 4/5 L SW,VALVOLINE PROFLEET M 10W40 4/5 L SW,5,L,4,638.56,12771.28,
VAL GEO SNG-4 DR 208 L,VALVOLINE GEO SNG-4 DR 208 L,208,L,1,585.02,121684.07,
VAL GEO SNG-6 DR 208 L,VALVOLINE GEO SNG-6 DR 208 L,208,L,1,583.73,121416.75,
VALVOLINE GEO PLUS LA 40 DR 208 L,VALVOLINE GEO PLUS LA 40 DR 208 L,208,L,1,599.16,124624.61,
PREMIUM BLUE EXTREME 5W40 DR 208 L,VALVOLINE PREMIUM BLUE EXTREME 5W40 DR 208 L,208,L,1,808.09,168083.47,
PREMIUM BLUE EXTREME 5W40 PL 20 L,VALVOLINE PREMIUM BLUE EXTREME 5W40 PL 20 L,20,L,1,857.98,17159.64,
PREMIUM BLUE 7800 15W40 4/5 L SW,VALVOLINE PREMIUM BLUE 7800 15W40 4/5 L SW,5,L,4,642.42,12848.39,
PREMIUM BLUE 7800 15W40 4/5 L NSW EEBV,VALVOLINE PREMIUM BLUE 7800 15W40 4/5 L NSW EEBV,5,L,4,642.42,12848.39,
PREM BLUE ONE SOL GEN 2 15W40 DR 208 L,VALVOLINE PREM BLUE ONE SOL GEN 2 15W40 DR 208 L,208,L,1,645.42,134248.19,
PREM BLUE ONE SOL GEN 2 15W40 PL 20 L,VALVOLINE PREM BLUE ONE SOL GEN 2 15W40 PL 20 L,20,L,1,697.88,13957.66,
PREM BLUE ONE SOL GEN 2 10W30 DR 208 L,VALVOLINE PREM BLUE ONE SOL GEN 2 10W30 DR 208 L,208,L,1,662.13,137723.37,
PREM BLUE ONE SOL GEN 2 10W30 PL 20 L,VALVOLINE PREM BLUE ONE SOL GEN 2 10W30 PL 20 L,20,L,1,695.31,13906.25,
PREMIUM BLUE GEO M-74 15W40 DR 208 L,VALVOLINE PREMIUM BLUE GEO M-74 15W40 DR 208 L,208,L,1,626.15,130238.37,
PREMIUM BLUE GEO M-74 15W40 PL 20 L,VALVOLINE PREMIUM BLUE GEO M-74 15W40 PL 20 L,20,L,1,646.47,12929.50,
PREMIUM BLUE GEO MA 40 DR 208 L,VALVOLINE PREMIUM BLUE GEO MA 40 DR 208 L,208,L,1,695.55,144673.73,
PREMIUM BLUE GEO LA-ES 40 DR 208 L,VALVOLINE PREMIUM BLUE GEO LA-ES 40 DR 208 L,208,L,1,646.71,134515.51,
PREMIUM BLUE GEO LA 40 DR 208 L,VALVOLINE PREMIUM BLUE GEO LA 40 DR 208 L,208,L,1,690.41,143604.45,
VAL ALL FLEET SUPERIOR LE 15W40 4/5 L,VALVOLINE ALL FLEET SUPERIOR LE 15W40 4/5 L,5,L,4,648.85,12976.91,
VAL ALL FLEET SUPERIOR LE 15W40 4/5 L NSW,VALVOLINE ALL FLEET SUPERIOR LE 15W40 4/5 L NSW,5,L,4,648.85,12976.91,
VAL ALL FLEET EXTREME 10W40 4/5 L SW,VALVOLINE ALL FLEET EXTREME 10W40 4/5 L SW,5,L,4,570.45,11408.96,
VAL ALL FLEET EXTREME 10W40 4/5 L NSW,VALVOLINE ALL FLEET EXTREME 10W40 4/5 L NSW,5,L,4,570.45,11408.96,
VAL ALL FLEET EXTRA 15W40 KE 60 L,VALVOLINE ALL FLEET EXTRA 15W40 KE 60 L,60,L,1,530.54,31832.53,
VAL ALL FLEET EXTRA 15W40 4/5 L SW,VALVOLINE ALL FLEET EXTRA 15W40 4/5 L SW,5,L,4,551.17,11023.40,
VAL ALL FLEET EXTRA 15W40 4/5 L NSW,VALVOLINE ALL FLEET EXTRA 15W40 4/5 L NSW,5,L,4,551.17,11023.40,
VAL ALL FLEET 15W40 KE 60 L,VALVOLINE ALL FLEET 15W40 KE 60 L,60,L,1,540.82,32449.42,
VAL VALMARIN TP 1230 DR 208 L,VALVOLINE VALMARIN TP 1230 DR 208 L,208,L,1,597.87,124357.29,
VAL VALMARIN TP 1240 DR 208 L,VALVOLINE VALMARIN TP 1240 DR 208 L,208,L,1,612.01,127297.83,
VAL VALMARIN 15W40 DR 208 L,VALVOLINE VALMARIN 15W40 DR 208 L,208,L,1,552.89,115001.03,
VAL VALMARIN 15W40 PL 20 L,VALVOLINE VALMARIN 15W40 PL 20 L,20,L,1,570.65,11412.96,
VAL VALMARIN 15W40 4/5 L SW,VALVOLINE VALMARIN 15W40 4/5 L SW,5,L,4,580.73,11614.60,
VAL COMPRESSOR OIL S68 DR 208 L,VALVOLINE COMPRESSOR OIL S68 DR 208 L,208,L,1,916.60,190653.05,
VAL COMPRESSOR OIL S68 PL 20 L,VALVOLINE COMPRESSOR OIL S68 PL 20 L,20,L,1,933.07,18661.49,
VAL HEAT TRANSFER OIL SYNTHETIC DR 208 L,VALVOLINE HEAT TRANSFER OIL SYNTHETIC DR 208 L,208,L,1,791.94,164722.85,
VAL CIRCULATION OIL S68 DR 208 L,VALVOLINE CIRCULATION OIL S68 DR 208 L,208,L,1,826.64,171940.54,
VAL CIRCULATION OIL S68 PL 20 L,VALVOLINE CIRCULATION OIL S68 PL 20 L,20,L,1,843.11,16862.21,
VAL CIRCULATION OIL S100 DR 208 L,VALVOLINE CIRCULATION OIL S100 DR 208 L,208,L,1,839.49,174613.75,
VAL CIRCULATION OIL S100 PL 20 L,VALVOLINE CIRCULATION OIL S100 PL 20 L,20,L,1,855.96,17119.25,
VAL CIRCULATION OIL S320 DR 208 L,VALVOLINE CIRCULATION OIL S320 DR 208 L,208,L,1,872.90,181564.11,
VAL CIRCULATION OIL S320 PL 20 L,VALVOLINE CIRCULATION OIL S320 PL 20 L,20,L,1,888.09,17761.85,
VAL CIRCULATION OIL S460 DR 208 L,VALVOLINE CIRCULATION OIL S460 DR 208 L,208,L,1,884.47,183970.01,
VAL CIRCULATION OIL S460 PL 20 L,VALVOLINE CIRCULATION OIL S460 PL 20 L,20,L,1,900.94,18018.89,
VAL ULTRAMAX BIO 46 DR 208 L,VALVOLINE ULTRAMAX BIO 46 DR 208 L,208,L,1,861.40,179170.95,
VAL ULTRAMAX BIO 46 PL 20 L,VALVOLINE ULTRAMAX BIO 46 PL 20 L,20,L,1,909.45,18189.03,
VAL ULTRAMAX EXTREME S15 DR 208 L,VALVOLINE ULTRAMAX EXTREME S15 DR 208 L,208,L,1,773.94,160980.35,
VAL ULTRAMAX EXTREME S32 DR 208 L,VALVOLINE ULTRAMAX EXTREME S32 DR 208 L,208,L,1,753.38,156703.20,
VAL ULTRAMAX EXTREME S32 PL 20 L,VALVOLINE ULTRAMAX EXTREME S32 PL 20 L,20,L,1,776.28,15525.60,
VAL ULTRAMAX EXTREME HVLP 15 DR 208 L,VALVOLINE ULTRAMAX EXTREME HVLP 15 DR 208 L,208,L,1,637.10,132516.96,
VAL ULTRAMAX EXTREME HVLP 22 DR 208 L,VALVOLINE ULTRAMAX EXTREME HVLP 22 DR 208 L,208,L,1,560.60,116604.96,
VAL ULTRAMAX EXTREME HVLP 22 PL 20 L,VALVOLINE ULTRAMAX EXTREME HVLP 22 PL 20 L,20,L,1,583.50,11670.00,
VAL ULTRAMAX EXTREME HVLP 28 DR 208 L,VALVOLINE ULTRAMAX EXTREME HVLP 28 DR 208 L,208,L,1,655.71,136386.76,
VAL ULTRAMAX EXTREME HVLP 28 PL 20 L,VALVOLINE ULTRAMAX EXTREME HVLP 28 PL 20 L,20,L,1,681.18,13623.51,
VAL ULTRAMAX ZF HLP 46 DR 208 L,VALVOLINE ULTRAMAX ZF HLP 46 DR 208 L,208,L,1,588.88,122486.04,
VAL ULTRAMAX HLP 100 DR 208 L,VALVOLINE ULTRAMAX HLP 100 DR 208 L,208,L,1,572.17,119010.86,
VAL ULTRAMAX HLP 100 PL 20 L,VALVOLINE ULTRAMAX HLP 100 PL 20 L,20,L,1,591.21,11824.23,
VAL STOU 10W40 DR 208 L,VALVOLINE STOU 10W40 DR 208 L,208,L,1,603.01,125426.58,
VAL STOU 10W40 PL 20 L,VALVOLINE STOU 10W40 PL 20 L,20,L,1,632.34,12646.75,
VAL UNITRAC 80W DR 208 L,VALVOLINE UNITRAC 80W DR 208 L,208,L,1,569.60,118476.22,
VAL UNITRAC 80W PL 20 L,VALVOLINE UNITRAC 80W PL 20 L,20,L,1,596.35,11927.04,
VAL UNITRAC 80W 4/5 L SW,VALVOLINE UNITRAC 80W 4/5 L SW,5,L,4,619.29,12385.72,
VAL UTTO WB2 DR 208 L,VALVOLINE UTTO WB2 DR 208 L,208,L,1,639.00,132911.58,
VAL UTTO WB2 PL 20 L,VALVOLINE UTTO WB2 PL 20 L,20,L,1,665.75,13315.06,
VAL HD ATF PRO DR 208 L,VALVOLINE HD ATF PRO DR 208 L,208,L,1,594.02,123555.33,
VAL HD ATF PRO PL 20 L,VALVOLINE HD ATF PRO PL 20 L,20,L,1,624.63,12492.53,
VAL HD ATF PRO 4/5 L SW,VALVOLINE HD ATF PRO 4/5 L SW,5,L,4,648.85,12976.91,
VAL HD ATF PRO 12/1 L SW,VALVOLINE HD ATF PRO 12/1 L SW,1,L,12,696.48,8357.73,
VAL HD ATF PRO 12/1 L NSW,VALVOLINE HD ATF PRO 12/1 L NSW,1,L,12,696.48,8357.73,
VAL HD GEAR OIL PRO 75W80 LD DR 208 L,VALVOLINE HD GEAR OIL PRO 75W80 LD DR 208 L,208,L,1,800.99,166606.83,
VAL HD GEAR OIL PRO 75W80 LD PL 20 L,VALVOLINE HD GEAR OIL PRO 75W80 LD PL 20 L,20,L,1,809.08,16181.67,
VAL HD GEAR OIL PRO 75W80 LD 12/1 L SW,VALVOLINE HD GEAR OIL PRO 75W80 LD 12/1 L SW,1,L,12,878.15,10537.83,
VAL HD GEAR OIL PRO 75W80 PL 20 L,VALVOLINE HD GEAR OIL PRO 75W80 PL 20 L,20,L,1,1262.27,25245.39,
VAL HD AXLE OIL PRO 80W90 LD DR 208 L,VALVOLINE HD AXLE OIL PRO 80W90 LD DR 208 L,208,L,1,750.81,156168.56,
VAL HD AXLE OIL PRO 80W90 LD PL 20 L,VALVOLINE HD AXLE OIL PRO 80W90 LD PL 20 L,20,L,1,771.51,15430.13,
VAL HD AXLE OIL PRO 80W90 LS DR 208 L,VALVOLINE HD AXLE OIL PRO 80W90 LS DR 208 L,208,L,1,762.74,158650.83,
VAL HD AXLE OIL PRO 80W90 LS PL 20 L,VALVOLINE HD AXLE OIL PRO 80W90 LS PL 20 L,20,L,1,790.78,15815.69,
VAL HD AXLE OIL PRO 80W90 LS 12/1 L SW,VALVOLINE HD AXLE OIL PRO 80W90 LS 12/1 L SW,1,L,12,893.85,10726.17,
VAL HD AXLE OIL PRO 80W90 LS 12/1 L NSW,VALVOLINE HD AXLE OIL PRO 80W90 LS 12/1 L NSW,1,L,12,893.85,10726.17,
VAL HD TDL PRO 75W90 DR 208 L,VALVOLINE HD TDL PRO 75W90 DR 208 L,208,L,1,1178.49,245125.31,
VAL HD TDL PRO 75W90 KE 60 L,VALVOLINE HD TDL PRO 75W90 KE 60 L,60,L,1,1206.33,72379.80,
VAL HD TDL PRO 75W90 PL 20 L,VALVOLINE HD TDL PRO 75W90 PL 20 L,20,L,1,1227.20,24544.06,
VAL HD TDL PRO 75W90 12/1 L SW,VALVOLINE HD TDL PRO 75W90 12/1 L SW,1,L,12,1264.03,15168.41,
VAL HD TDL PRO 75W90 12/1 L NSW,VALVOLINE HD TDL PRO 75W90 12/1 L NSW,1,L,12,1264.03,15168.41,
VAL LIGHT & HD ATF / CVT DR 208 L,VALVOLINE LIGHT & HD ATF / CVT DR 208 L,208,L,1,619.11,128774.46,
VAL LIGHT & HD ATF / CVT KE 60 L,VALVOLINE LIGHT & HD ATF / CVT KE 60 L,60,L,1,627.61,37656.32,
VAL LIGHT & HD ATF / CVT PL 20 L,VALVOLINE LIGHT & HD ATF / CVT PL 20 L,20,L,1,632.34,12646.75,
VAL LIGHT & HD ATF / CVT 4/5 L SW,VALVOLINE LIGHT & HD ATF / CVT 4/5 L SW,5,L,4,664.27,13285.36,
VAL LIGHT & HD ATF / CVT 4/5 L NSW,VALVOLINE LIGHT & HD ATF / CVT 4/5 L NSW,5,L,4,664.27,13285.36,
VAL LIGHT & HD ATF / CVT 12/1 L SW,VALVOLINE LIGHT & HD ATF / CVT 12/1 L SW,1,L,12,701.92,8423.09,
VAL LIGHT & HD ATF / CVT 12/1 L NSW,VALVOLINE LIGHT & HD ATF / CVT 12/1 L NSW,1,L,12,701.92,8423.09,
VAL HD GEAR OIL 75W80 DR 208 L,VALVOLINE HD GEAR OIL 75W80 DR 208 L,208,L,1,596.59,124089.97,
VAL HD GEAR OIL 75W80 PL 20 L,VALVOLINE HD GEAR OIL 75W80 PL 20 L,20,L,1,636.56,12731.21,
VAL HD GEAR OIL 75W80 4/5 L SW,VALVOLINE HD GEAR OIL 75W80 4/5 L SW,5,L,4,656.92,13138.48,
VAL HD GEAR OIL 75W80 12/1 L SW,VALVOLINE HD GEAR OIL 75W80 12/1 L SW,1,L,12,677.14,8125.66,
VAL HD GEAR OIL 75W80 12/1 L NSW,VALVOLINE HD GEAR OIL 75W80 12/1 L NSW,1,L,12,677.14,8125.66,
VAL HD GEAR OIL 80W DR 208 L,VALVOLINE HD GEAR OIL 80W DR 208 L,208,L,1,596.59,124089.97,
VAL LIGHT & HD GEAR OIL 80W90 DR 208 L,VALVOLINE LIGHT & HD GEAR OIL 80W90 DR 208 L,208,L,1,582.45,121149.43,
VAL LIGHT & HD GEAR OIL 80W90 PL 20 L,VALVOLINE LIGHT & HD GEAR OIL 80W90 PL 20 L,20,L,1,606.63,12132.67,
VAL LIGHT & HD GEAR OIL 80W90 12/1 L SW,VALVOLINE LIGHT & HD GEAR OIL 80W90 12/1 L SW,1,L,12,659.15,7909.74,
VAL LIGHT & HD GEAR OIL 80W90 12/1 L NSW,VALVOLINE LIGHT & HD GEAR OIL 80W90 12/1 L NSW,1,L,12,659.15,7909.74,
VAL HD AXLE OIL 75W90 LS PL 20 L,VALVOLINE HD AXLE OIL 75W90 LS PL 20 L,20,L,1,848.92,16978.49,
VAL HD AXLE OIL 75W140 DR 208 L,VALVOLINE HD AXLE OIL 75W140 DR 208 L,208,L,1,1013.79,210867.65,
VAL HD AXLE OIL 75W140 PL 20 L,VALVOLINE HD AXLE OIL 75W140 PL 20 L,20,L,1,1037.97,20759.43,
VAL HD AXLE OIL 85W140 DR 208 L,VALVOLINE HD AXLE OIL 85W140 DR 208 L,208,L,1,637.71,132644.26,
VAL HD AXLE OIL 85W140 Pl 20 L,VALVOLINE HD AXLE OIL 85W140 Pl 20 L,20,L,1,654.19,13083.72,
VAL LIGHT & HD AXLE OIL 80W90 DR 208 L,VALVOLINE LIGHT & HD AXLE OIL 80W90 DR 208 L,208,L,1,565.74,117674.25,
VAL LIGHT & HD AXLE OIL 80W90 PL 20 L,VALVOLINE LIGHT & HD AXLE OIL 80W90 PL 20 L,20,L,1,588.64,11772.82,
VAL LIGHT & HD AXLE OIL 80W90 4/5 L SW,VALVOLINE LIGHT & HD AXLE OIL 80W90 4/5 L SW,5,L,4,625.10,12502.00,
VAL LIGHT & HD AXLE OIL 80W90 4/5 L NSW,VALVOLINE LIGHT & HD AXLE OIL 80W90 4/5 L NSW,5,L,4,625.10,12502.00,
VAL LIGHT & HD AXLE OIL 80W90 12/1 L SW,VALVOLINE LIGHT & HD AXLE OIL 80W90 12/1 L SW,1,L,12,662.39,7948.67,
VAL LIGHT & HD AXLE OIL 80W90 12/1 L NSW,VALVOLINE LIGHT & HD AXLE OIL 80W90 12/1 L NSW,1,L,12,662.39,7948.67,
VAL HD TDL 75W90 DR 208 L,VALVOLINE HD TDL 75W90 DR 208 L,208,L,1,1071.01,222769.83,
VAL HD TDL 75W90 PL 20 L,VALVOLINE HD TDL 75W90 PL 20 L,20,L,1,1103.19,22063.85,
VAL DT TRANSMISSION 50 DR 208 L,VALVOLINE DT TRANSMISSION 50 DR 208 L,208,L,1,613.29,127565.15,
VAL OEM ADVANCED AFC 40 CONC DR 208 L,VALVOLINE OEM ADVANCED AFC 40 CONC DR 208 L,208,L,1,606.87,126228.54,
VAL OEM ADVANCED AFC 40 CONC PL 20 L,VALVOLINE OEM ADVANCED AFC 40 CONC PL 20 L,20,L,1,636.19,12723.87,
VAL OEM ADVANCED AFC 40 CONC 4/5 L,VALVOLINE OEM ADVANCED AFC 40 CONC 4/5 L,5,L,4,675.83,13516.69,
VAL OEM ADVANCED AFC 40 CONC 12/1 L,VALVOLINE OEM ADVANCED AFC 40 CONC 12/1 L,1,L,12,698.99,8387.84,
VAL OEM ADVANCED AFC 40 RTU DR 208 L,VALVOLINE OEM ADVANCED AFC 40 RTU DR 208 L,208,L,1,493.77,102704.24,
VAL OEM ADVANCED AFC 40 RTU PL 20 L,VALVOLINE OEM ADVANCED AFC 40 RTU PL 20 L,20,L,1,523.10,10461.91,
VAL OEM ADVANCED AFC 40 RTU 12/1 L,VALVOLINE OEM ADVANCED AFC 40 RTU 12/1 L,1,L,12,585.89,7030.67,
VAL OEM ADVANCED AFC 48 CONC DR 208 L,VALVOLINE OEM ADVANCED AFC 48 CONC DR 208 L,208,L,1,601.73,125159.26,
VAL OEM ADVANCED AFC 48 CONC PL 20 L,VALVOLINE OEM ADVANCED AFC 48 CONC PL 20 L,20,L,1,631.05,12621.05,
VAL OEM ADVANCED AFC 48 CONC 4/5 L,VALVOLINE OEM ADVANCED AFC 48 CONC 4/5 L,5,L,4,670.69,13413.88,
VAL OEM ADVANCED AFC 48 CONC 12/1 L,VALVOLINE OEM ADVANCED AFC 48 CONC 12/1 L,1,L,12,693.85,8326.15,
VAL OEM ADVANCED AFC 48 RTU DR 208 L,VALVOLINE OEM ADVANCED AFC 48 RTU DR 208 L,208,L,1,489.91,101902.28,
VAL OEM ADVANCED AFC 48 RTU PL 20 L,VALVOLINE OEM ADVANCED AFC 48 RTU PL 20 L,20,L,1,519.24,10384.80,
VAL OEM ADVANCED AFC 48 RTU 4/5 L,VALVOLINE OEM ADVANCED AFC 48 RTU 4/5 L,5,L,4,558.88,11177.63,
VAL OEM ADVANCED AFC 48 RTU 4/5 L NSW,VALVOLINE OEM ADVANCED AFC 48 RTU 4/5 L NSW,5,L,4,558.88,11177.63,
VAL OEM ADVANCED AFC 48 RTU 12/1 L,VALVOLINE OEM ADVANCED AFC 48 RTU 12/1 L,1,L,12,582.03,6984.40,
VAL HD EXTENDED LIFE RTU DR 208 L,VALVOLINE HD EXTENDED LIFE RTU DR 208 L,208,L,1,430.80,89605.48,
VAL HD EXTENDED LIFE RTU PL 20 L,VALVOLINE HD EXTENDED LIFE RTU PL 20 L,20,L,1,460.12,9202.42,
VAL HD EXTENDED LIFE CONC DR 208 L,VALVOLINE HD EXTENDED LIFE CONC DR 208 L,208,L,1,579.05,120442.22,
VAL HD EXTENDED LIFE -67 RTU DR 208L,VALVOLINE HD EXTENDED LIFE -67 RTU DR 208L,208,L,1,506.62,105377.46,
VAL HD NITRITE FREE COOLANT RTU DR 208 L,VALVOLINE HD NITRITE FREE COOLANT RTU DR 208 L,208,L,1,484.77,100832.99,
VAL HD NITRITE FREE COOLANT RTU PL 20 L,VALVOLINE HD NITRITE FREE COOLANT RTU PL 20 L,20,L,1,523.10,10461.91,
VAL HD NITRITE FREE COOL -67 RTU DR 208L,VALVOLINE HD NITRITE FREE COOL -67 RTU DR 208L,208,L,1,513.05,106714.06,
VAL INDUSTRY LICOM 2 GRS 24/400 G,VALVOLINE INDUSTRY LICOM 2 GRS 24/400 G,,,1,638.38,0.00,
VAL EARTH ALUCOM 1.5 GRS DR 180 KG,VALVOLINE EARTH ALUCOM 1.5 GRS DR 180 KG,,,1,1050.38,0.00,
VAL EARTH ALUCOM 1.5 GRS KE 50 KG,VALVOLINE EARTH ALUCOM 1.5 GRS KE 50 KG,,,1,1076.87,0.00,
VAL HIGH PRESSURE LUBE PTFE 12/500 ML SW,VALVOLINE HIGH PRESSURE LUBE PTFE 12/500 ML SW,500,ML,12,804.43,4826604.36,
VAL V-BELT SPRAY 12/500 ML SW,VALVOLINE V-BELT SPRAY 12/500 ML SW,500,ML,12,603.88,3623289.96,
VAL SILICONE SPRAY 12/500 ML SW,VALVOLINE SILICONE SPRAY 12/500 ML SW,500,ML,12,741.40,4448388.36,
VAL ELECTRO PROTECT 12/500 ML SW,VALVOLINE ELECTRO PROTECT 12/500 ML SW,500,ML,12,665.57,3993427.56,
VAL PTFE DRY 12/500 ML SW,VALVOLINE PTFE DRY 12/500 ML SW,500,ML,12,952.23,5713392.36,
VAL PTFE SPRAY 12/500 ML SW,VALVOLINE PTFE SPRAY 12/500 ML SW,500,ML,12,625.73,3754380.36,
VAL WHITE GREASE 12/500 ML SW,VALVOLINE WHITE GREASE 12/500 ML SW,500,ML,12,759.39,4556345.16,
VAL MULTI SPRAY 12/500 ML SW,VALVOLINE MULTI SPRAY 12/500 ML SW,500,ML,12,732.40,4394409.96,
VAL SYNTHETIC CHAIN LUBE 12/500 ML SW,VALVOLINE SYNTHETIC CHAIN LUBE 12/500 ML SW,500,ML,12,804.43,4826604.36,
VAL INDUSTRIAL CHAIN GREASE 12/500 ML SW,VALVOLINE INDUSTRIAL CHAIN GREASE 12/500 ML SW,500,ML,12,715.69,4294164.36,
VAL COPPER SPRAY 12/500 ML SW,VALVOLINE COPPER SPRAY 12/500 ML SW,500,ML,12,1083.38,6500301.96,
VAL VASELINE SPRAY 12/500 ML SW,VALVOLINE VASELINE SPRAY 12/500 ML SW,500,ML,12,648.86,3893181.96,
VAL PENETRATING OIL 12/500 ML SW,VALVOLINE PENETRATING OIL 12/500 ML SW,500,ML,12,664.29,3985716.36,
VAL GLUE SPRAY 12/500 ML SW,VALVOLINE GLUE SPRAY 12/500 ML SW,500,ML,12,932.95,5597724.36,
VAL CERAMIC GREASE 12/500 ML SW,VALVOLINE CERAMIC GREASE 12/500 ML SW,500,ML,12,826.28,4957694.76,
VAL MOTOR START 12/500 ML SW,VALVOLINE MOTOR START 12/500 ML SW,500,ML,12,736.26,4417543.56,
VAL ZINC SPRAY 12/500 ML SW,VALVOLINE ZINC SPRAY 12/500 ML SW,500,ML,12,1053.82,6322944.36,
VAL GASKET REMOVER 12/500 ML SW,VALVOLINE GASKET REMOVER 12/500 ML SW,500,ML,12,680.99,4085961.96,
VAL CUT & DRILL LUBE 12/500 ML SW,VALVOLINE CUT & DRILL LUBE 12/500 ML SW,500,ML,12,705.41,4232474.76,
VAL GLASS CLEANER 12/500 ML SW,VALVOLINE GLASS CLEANER 12/500 ML SW,500,ML,12,596.17,3577022.76,
VAL CONTACT CLEANER 12/500 ML SW,VALVOLINE CONTACT CLEANER 12/500 ML SW,500,ML,12,665.57,3993427.56,
VAL AIRCO CLEANER 12/500 ML SW,VALVOLINE AIRCO CLEANER 12/500 ML SW,500,ML,12,794.15,4764914.76,
VAL INDUSTRIAL CLEANER 12/500 ML SW,VALVOLINE INDUSTRIAL CLEANER 12/500 ML SW,500,ML,12,678.42,4070539.56,
VAL ALL PURPOSE CLEANER 12/500 ML SW,VALVOLINE ALL PURPOSE CLEANER 12/500 ML SW,500,ML,12,1034.55,6207276.36,
VAL DPF CLEANER 12/400 ML SW,VALVOLINE DPF CLEANER 12/400 ML SW,400,ML,12,760.68,3651245.09,
VAL EGR CLEANER 12/500 ML SW,VALVOLINE EGR CLEANER 12/500 ML SW,500,ML,12,704.13,4224763.56,
VAL CARBURETTOR CLEANER 12/500 ML SW,VALVOLINE CARBURETTOR CLEANER 12/500 ML SW,500,ML,12,627.02,3762091.56,
VAL POWER BRAKE CLEANER 12/500 ML SW,VALVOLINE POWER BRAKE CLEANER 12/500 ML SW,500,ML,12,561.53,3369187.56,
VAL BRAKE CLEANER 12/500 ML LV2,VALVOLINE BRAKE CLEANER 12/500 ML LV2,500,ML,12,507.49,3044949.96,
VAL BRAKE CLEANER 12/500 ML LV3,VALVOLINE BRAKE CLEANER 12/500 ML LV3,500,ML,12,507.49,3044949.96,
VAL BRAKE CLEANER 5 L,VALVOLINE BRAKE CLEANER 5 L,5,L,1,682.32,3411.61,
VAL BRAKE CLEANER 25 L,VALVOLINE BRAKE CLEANER 25 L,25,L,1,623.34,15583.53,
VAL COCKPITSPRAY FOAM 12/500 ML SW,VALVOLINE COCKPITSPRAY FOAM 12/500 ML SW,500,ML,12,642.44,3854625.96,
VAL AIRCO REFRESHER 12/150 ML SW,VALVOLINE AIRCO REFRESHER 12/150 ML SW,150,ML,12,835.28,1503501.95,
VAL HANDCLNR YELLOW 4/4.5 L,VALVOLINE HANDCLNR YELLOW 4/4.5 L,4.5,L,4,2189.18,39405.24,
AUTOMATIC TRANSMISSION CLNR 12/500 ML SW,VALVOLINE AUTOMATIC TRANSMISSION CLNR 12/500 ML SW,500,ML,12,893.11,5358677.16,
ENGINE OIL TREATMENT 12/300 ML V1,VALVOLINE ENGINE OIL TREATMENT 12/300 ML V1,300,ML,12,596.17,2146213.65,
ENGINE OIL TREATMENT 12/300 ML V2,VALVOLINE ENGINE OIL TREATMENT 12/300 ML V2,300,ML,12,596.17,2146213.65,
ENGINE OIL STOP LEAK 12/300 ML V4,VALVOLINE ENGINE OIL STOP LEAK 12/300 ML V4,300,ML,12,596.17,2146213.65,
COOLING SYSTEM CLEANER 12/250 SW,VALVOLINE COOLING SYSTEM CLEANER 12/250 SW,250,ML,12,683.79,2051382.46,
COOLING SYSTEM STOP LEAK 12/300 ML SW,VALVOLINE COOLING SYSTEM STOP LEAK 12/300 ML SW,300,ML,12,685.60,2468152.60,
DIESEL SYSTEM CLEANER 12/300 ML SW,VALVOLINE DIESEL SYSTEM CLEANER 12/300 ML SW,300,ML,12,751.68,2706046.77,
DIESEL SYSTEM PROTECTOR 12/300 ML SW,VALVOLINE DIESEL SYSTEM PROTECTOR 12/300 ML SW,300,ML,12,660.09,2376313.95,
DPF CLEANER & REGENERATOR 12/300 ML SW,VALVOLINE DPF CLEANER & REGENERATOR 12/300 ML SW,300,ML,12,733.75,2641493.01,
ENGINE OIL STOP LEAK 12/300 ML SW,VALVOLINE ENGINE OIL STOP LEAK 12/300 ML SW,300,ML,12,609.02,2192480.85,
ENGINE OIL SYSTEM CLEANER 12/300 ML SW,VALVOLINE ENGINE OIL SYSTEM CLEANER 12/300 ML SW,300,ML,12,630.93,2271355.41,
ENGINE OIL TREATMENT 12/300 ML SW,VALVOLINE ENGINE OIL TREATMENT 12/300 ML SW,300,ML,12,633.50,2280608.85,
PETROL SYSTEM CLEANER 12/300 ML SW,VALVOLINE PETROL SYSTEM CLEANER 12/300 ML SW,300,ML,12,751.68,2706046.77,
PETROL SYSTEM PROTECTOR 12/300 ML SW,VALVOLINE PETROL SYSTEM PROTECTOR 12/300 ML SW,300,ML,12,609.14,2192921.49,
VPS HD DIESEL SYS COMPLETE 6/500 ML,VALVOLINE VPS HD DIESEL SYS COMPLETE 6/500 ML,500,ML,6,1622.67,4867999.73,
VPS HD DIESEL SYS COMPLETE DR 203 L,VALVOLINE VPS HD DIESEL SYS COMPLETE DR 203 L,203,L,1,2418.01,490856.54,
VAL BRAKE & CLUTCH FLUID DOT 4 4/5 L,VALVOLINE BRAKE & CLUTCH FLUID DOT 4 4/5 L,5,L,4,766.00,15320.06,
VAL BRAKE & CLUTCH FLUID DOT 4 12/1 L,VALVOLINE BRAKE & CLUTCH FLUID DOT 4 12/1 L,1,L,12,819.31,9831.67,
